acute respiratory syndrome,15.9220994235673,d
severe acute respiratory,15.792662916217,d
wear face masks,14.9686178575384,k
wearing face masks,14.8798673569346,k
<number> face masks,14.8403284326067,k
respiratory syndrome coronavirus,14.8179322216671,d
face masks <url>,14.7055744426558,k
middle east respiratory,14.480997655966,d
east respiratory syndrome,14.4756547226255,d
face mask <url>,13.978767126436,k
coronavirus face mask,13.8927128590486,k
wuhan acute respiratory,13.8861442476773,d
<number> face mask,13.8650697095614,k
respiratory syndrome corona,13.8366406395755,d
syndrome corona virus,13.8201903833839,d
coronavirus face masks,13.7804526610017,k
acute respiratory distress,13.7308795293457,d
respiratory distress syndrome,13.68027413788,d
acute respiratory disease,13.5587129001517,d
wear face mask,13.5146709643209,k
upper respiratory infection,13.4126498347065,d
face masks amid,13.4056679881633,k
<number> severe acute,13.3195982995179,d
buy face masks,13.2766927912021,k
face mask use,13.2612975741521,k
冠状病毒 wuhan acute,13.2461753762007,d
wearing face mask,13.2309948190237,k
face mask coronavirus,13.1299319867299,k
buying face masks,13.0559127680339,k
million face masks,13.0525939514635,k
respiratory illness caused,12.9279570222752,d
coronavirus acute respiratory,12.9246566892465,d
medical face masks,12.8912842488797,k
upper respiratory tract,12.8807307087887,d
make face masks,12.8750397371011,k
protective face masks,12.8600394558416,k
making face masks,12.8303849311347,k
lower respiratory tract,12.7855438867838,d
face mask shortage,12.7566361615551,k
cloth face mask,12.7400184013154,k
cloth face masks,12.7360343323006,k
face mask protect,12.7337505745281,k
stop buying face,12.7123748328567,k
<percent> face mask,12.7029878469446,k
use could crush,12.6827430352503,d
surgical face masks,12.6809368938804,k
respiratory tract infections,12.6518961857869,d
could crush second,12.6475442982844,d
officials taking doctors,12.6346894418513,d
show officials taking,12.6286758139801,d
mask face mask,12.5822162651489,k
face masks coronavirus,12.5792187608229,k
masks face mask,12.5755429003765,k
severe respiratory illness,12.5634174571033,d
face masks may,12.5254294640146,k
need face masks,12.5055212345218,k
n95 face masks,12.4975904070838,k
face mask face,12.4402403672971,k
<number> <number> respiratory,12.4204990642992,d
respiratory tract infection,12.3773613856992,d
face masks mandatory,12.3529850496187,k
include respiratory symptoms,12.3010531926358,d
ncov acute respiratory,12.2908693543457,d
n95 respirator masks,12.2868559710322,k
face mask resulting,12.2765257646396,k
like respiratory illness,12.2573820624168,d
require face masks,12.2402082822405,k
coronavirus order issued,12.2213041276013,d
new face mask,12.218915781589,k
use face masks,12.2174800311629,k
face masks caused,12.2131603700184,k
<user> face masks,12.2034937891882,k
acute respiratory infection,12.1991131542928,d
free face masks,12.1927514983872,k
face masks help,12.1552377222857,k
infection include respiratory,12.1403465613687,d
respiratory disease <url>,12.1387933640593,d
mask face masks,12.1304686541733,k
protective face mask,12.1283766032011,k
pro tech announces,12.1247049494565,d
face masks really,12.1247049494565,k
surgical face mask,12.1189078317722,k
face masks work,12.1114807419286,k
good respiratory hygiene,12.1039980774059,d
face mask covid,12.1013120698818,k
face masks covid,12.088317842649,k
n95 face mask,12.0850427305512,k
eastern respiratory syndrome,12.0850427305512,d
middle eastern respiratory,12.0784601505566,d
respiratory disease caused,12.0746002064202,d
practice respiratory hygiene,12.056199910315,d
selling face masks,12.0299726373366,k
face mask ads,12.0270799538038,k
face masks face,12.0165964565089,k
face mask shortages,12.0060018900775,k
face masks could,12.000662215569,k
face masks compulsory,11.9982798439836,k
<url> face mask,11.9928986650791,k
use face mask,11.984469957744,k
disposable face masks,11.9784056577765,k
new respiratory virus,11.9729161654917,d
enough face masks,11.9612273212414,k
<url> face masks,11.9593691602856,k
homemade face masks,11.9494002303754,k
face mask amid,11.9475199415105,k
face mask rules,11.939963230488,k
without face masks,11.9374315835662,k
respiratory illness outbreak,11.9285200032656,d
chronic lower respiratory,11.9227489067737,d
medical face mask,11.9162972714922,k
upper respiratory infections,11.9019554350555,d
face masks protect,11.8933830119693,k
uk dental services,11.8887364719134,d
aus air masks,11.8807203969251,k
air masks face,11.8793781148444,k
makes face masks,11.8298153218511,k
asthma respiratory disease,11.8248630655326,d
acute respiratory illness,11.8227331392748,d
causes severe acute,11.8213106639282,d
face masks critical,11.8098574249147,k
diy face mask,11.8055284138251,k
copd asthma respiratory,11.7887580608905,d
upper respiratory symptoms,11.7821184201206,d
via respiratory droplets,11.7679549332607,d
uk dentists may,11.7649474121968,d
face mask mask,11.760419102572,k
viral face masks,11.736690473007,k
using face masks,11.736690473007,k
lower respiratory diseases,11.7343639888247,k
used face masks,11.703616592286,k
viral respiratory illness,11.6907235853247,d
bans face mask,11.6907235853247,k
respiratory illnesses like,11.6577445042583,d
chinese respiratory expert,11.6577445042583,d
face mask attacked,11.6493269461388,k
severe respiratory distress,11.6484812801264,d
made face masks,11.6459399826977,k
mandatory face masks,11.6433922106189,k
<number> fbi orders,11.6425415087386,d
respiratory syndrome coronaviruses,11.6399850522973,d
fabric face masks,11.6399850522973,k
homemade face mask,11.6331357104518,k
u.k. may need,11.6314160195722,d
outbreak mean dentists,11.6314160195722,d
produce face masks,11.6245075292284,k
disposable face mask,11.6245075292284,k
<user> face mask,11.6210353035177,k
face masks actually,11.6034909938668,k
face mask order,11.6017195142184,k
masks face masks,11.5910242251016,k
